,name,city,address,postcode,lat,lng,bubble_rating,star_rating,review_count,air_conditioning,free_internet,free_high_speed_internet_(_wifi_),public_wifi,wheelchair_access,restaurant,family_rooms,accessible_rooms,pets_allowed_(_dog_/_pet_friendly_),paid_wifi,refrigerator_in_room,kitchenette,microwave,paid_internet,chaine,rating_std
18703,hotel du viaduc,Tarascon,9 rue du Viaduc,13150,43.801617,4.660268,4.0,2,100.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.9746180347393077
18704,le mas des comtes de provence,Tarascon,Petite Route d Arles,13150,43.787632,4.668991,4.0,0,81.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.7894406081388393
18705,hotel des alpes,Serres,Rue Roger Tesse,05700,,,3.5,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655
18706,hotel fifi moulin,Serres,15 Rue Varanfin,05700,,,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
18707,fifi moulin,Serres,15 rue Raymond Varenfrin,05700,44.428062,5.714811,4.5,3,52.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.570151550322495
18708,les hirondelles chambres d'hotes,Serres,58 rue Varanfrain,05700,,,5.0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03654817630272404
18709,le soustet des auches,Serres,58 rue Henri Peuzin,05700,44.4289,5.7152699999999985,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03654817630272404
18710,muret hotel restaurant,Sigoyer,on D19,05130,44.478172,5.977176,4.0,3,45.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.4385781156326885
18711,le mas d'estello,Tallard,Lieu Dit le Pied de la Plaine,05130,44.4461,6.0316220000000005,4.5,3,28.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0.30700468094288197
18712,inter-hotel le cap,Tallard,Aerodrome Gap Tallard,05130,44.458984,6.036697,4.0,3,98.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0.9551256740445216
18713,azur hotel-restaurant,La Freissinouse,,05000,44.54,6.02,4.0,2,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5847708208435847
18714,maison saint georges,La Motte-du-Caire,Dieter Conrad,04250,,,5.0,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024365450868482692
18715,domaine de la vivande,Marsanne,Route de Cleon d'Andran,26740,44.638916,4.890804,4.0,3,56.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5457860994540124
18716,le clos marquise,Marsanne,5 rue de la Marquise,26740,44.64065,4.876028,5.0,0,33.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.40202993932996445
18717,les aubergistes,Marsanne,Place Auguste Canon,26740,44.643196,4.873006,4.5,0,47.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.515329285868409
18718,l'atelier,Marsanne,Place Emile Loubet,26740,44.66387,4.80216,4.0,0,41.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.3995933942431162
18719,hotel de mirmande,Mirmande,Le Village,26270,44.69924,4.835271,4.5,0,98.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0745163833000868
18720,la capitelle hotel,Mirmande,Le Rempart,26270,44.6991,4.83568,3.5,3,89.0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.758983794553236
18721,b&b hotel montelimar,Les Tourrettes,650 rue de Berianne,26740,44.66754,4.79524,3.5,2,64.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.5457860994540124
18722,campanile montelimar - les tourrettes,Les Tourrettes,Za Hoteliere Les Tourrettes,26740,44.667183,4.7937650000000005,3.5,3,83.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.7078163477294223
18723,ibis montelimar nord,Saulce-sur-Rhone,Zone du Pave route Nationale 7,26270,44.674725,4.795578,4.0,3,76.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.740709706401874
18726,l'antre de broceliande,Courtils,6 route des Vallees,50220,48.62958,-1.408655,5.0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42639539019844713
18727,le rayon de soleil,Courtils,14 route de la Baie,50220,48.63436,-1.42757,4.5,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12060898179898934
18728,la casserole de la baie,Huisnes sur Mer,8 rue de la Grange a Dime,50170,48.608562,-1.452408,4.5,0,88.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.9648718543919147
18731,b&b hotel avranches baie du mont saint-michel,Le Val-Saint-Pere,Parc de la Baie,50300,48.654957,-1.3536629999999998,3.0,2,87.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.6359382676673984
18732,hotelf1 avranches,Saint-Quentin-sur-le-Homme,49 rue des Estuaires,50220,48.64985,-1.34841,3.5,1,67.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.5713698228659192
18733,hotel des sites,Salavas,Le Village,07150,44.39143,4.387453,4.0,0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3021315907691854
18734,la sauvagine,Salavas,1225 route de Barjac,07150,44.39156,4.37803,4.5,0,30.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.3289335867245164
18736,le manoir du raveyron,Vallon-Pont-d'Arc,rue Henri Barbusse,07150,44.405468,4.393467,3.5,0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4178674823944782
18737,le clos charmant,Vallon-Pont-d'Arc,66 boulevard Peschaire Alizon,07150,44.40758,4.39417,3.5,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42639539019844713
18738,la chapouliere hotel,Ruoms,1 quartier la Chapouliere,07120,44.429314,4.332314,4.0,3,86.0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.8381715098758047
18741,les trois j,Jard-sur-Mer,1 rue Georges Clemenceau,85520,46.41711,-1.575404,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
18742,les parcs,Talmont Saint Hilaire,226 rue des Parcs,85440,46.43,-1.63,3.0,3,68.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.4970551977170469
18743,la piniere chambres d'hote,Talmont Saint Hilaire,la Piniere,85440,46.45809000000001,-1.64337,4.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048730901736965385
18745,pv residence bourgenay 4 suns,Talmont Saint Hilaire,11 r Lac Querry Pigeon,85440,,,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309635260544808
18746,le domaine des oyats,Longeville-sur-mer,938 avenue du Docteur Joussemet,85560,46.38875,-1.486029,4.5,3,41.0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0.4495425685235057
18748,hotel de l'europe,Joyeuse,D 104,07260,44.472603,4.237215,4.0,0,38.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.370354853200937
18749,au creux du chambon,Joyeuse,252 Montee de Jamelle,07260,44.476723,4.236366,4.5,0,10.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10964452890817213
18750,une terrasse en ardeche,Joyeuse,Le Mas des Grads de Perret,,,,5.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024365450868482692
18751,auberge la couronne,Lablachere,Route Departementale 104 - Notre Dame,07230,44.45128,4.21957,4.0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29238541042179234
18752,auberge de la tour de brison,Sanilhac,La Chapelette,07110,44.535854,4.250028,4.5,0,62.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6797960792306672
18753,hotel la garenne,Labeaume,1 Place du Jumelage,07120,44.447952,4.307051,4.5,0,57.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6249738147765811
18754,la bastide de sanilhac,Sanilhac,Quartier Laval,07110,44.540836,4.258474,4.5,3,91.0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.9977652130643663
18755,la chataigneraie,Sanilhac,Quartier Laval,07110,,,4.0,0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12670034451611
18757,les chalets du villard,Saint-Veran,Le Villard,05350,44.69869,6.87122,4.5,3,38.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.4166492098510541
18758,hotel grand tetras,Saint-Veran,la Sagne,05350,,,3.5,2,44.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.3752279433746335
18759,la baita du loup,Saint-Veran,La Chalp,05350,44.71086,6.8494600000000005,4.5,0,64.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.7017249850123016
18760,gite auberge costebelle,Saint-Veran,Quartier Pierre Belle,05350,,,4.5,0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.23025351070716146
18761,l'estoilies,Saint-Veran,Le Raux,05350,44.698868,6.862247999999999,4.5,0,6.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.06578671734490327
18762,la lobio,Molines-en-Queyras,Lieu Dit le Coin,05350,44.72775,6.8750399999999985,4.5,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47147147430514014
18763,hotel l'equipe,Molines-en-Queyras,route de Saint Veran,05350,44.722263,6.847422,4.5,2,61.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.6688316263398499
18764,les balcons de combe rousset,Aiguilles,La Condamine,05470,44.7832,6.8642699999999985,4.0,0,16.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.15593888555828925
18765,residence mona lisa - les balcons du viso,Abries,le Village,05460,44.793987,6.9266809999999985,4.0,3,60.0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.5847708208435847
18766,chalet de lanza,Abries,Le Bourg,05460,44.79415,6.927272,4.0,2,59.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5750246404961916
18769,hotel de la poste,Chagny,17 rue de la Poste,71150,46.907387,4.753933,4.0,3,51.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4970551977170469
18770,hotel le chagny,Chagny,Chemin des Petites Champagnes,71150,46.89672,4.761565,3.5,3,35.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.298476773138913
18771,hotel de la ferte,Chagny,11 boulevard de la Liberte,71150,46.906727,4.752994,3.5,2,53.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.451979113610354
18772,auberge de la musardiere,Chagny,30 route de Chalon,71150,46.90057,4.75901,3.0,0,17.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.12426379942926173
18773,le clos des tilleuls,Demigny,12 Place du 11 Novembre,71150,46.93037,4.83725,5.0,0,73.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8893389566996184
18774,la jasoupe,Demigny,39 rue de Jasoupe le Bas,71150,46.93502,4.841526,4.5,0,93.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0196941188460007
18776,hotel la chouette,Puligny-Montrachet,3 B rue du Creux de Chagny,21190,46.9439,4.753236,4.5,3,92.0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1.0087296659551834
18778,l'etape de santenay hotel cafe restaurant,Santenay,10 Place du Jet D Eau,21590,46.911568,4.699922,3.5,2,26.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.22172560290319251
18781,hotel le central,Coulon,,79510,46.32,-0.59,4.5,0,106.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.1622320064266245
18782,le hameau de sainte megrine,Coulon,Lieu Dit Sainte Megrine,79510,46.32688,-0.61405,5.0,0,26.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.316750861290275
18783,chambres d'hotes les fuyes,Coulon,50 route de Malecot,79510,46.327652,-0.579547,5.0,0,15.0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0.1827408815136202
18784,la balangere,Coulon,476 route des Bords de Sevre,79510,46.311058,-0.624394,4.5,0,11.0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0.12060898179898934
18785,le relais du poitou,Saint-Remy,Lieu Dit le Cloussis,79410,46.35406,-0.52462,4.0,0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.009746180347393078
18786,fasthotel niort,Bessines,ZAC de Bessines - Rue Pierre Mendes France,79000,46.30069,-0.498675,4.5,2,38.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.4166492098510541
18787,reix hotel,Niort,56 boulevard Pierre Mendes France,79000,46.30037700000001,-0.496191,3.0,2,66.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.48243592719595735
18790,executive hotel paris gennevilliers,Gennevilliers,26 boulevard Louise Michel,92230,48.922092,2.320473,4.0,3,88.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.8576638705705908
18793,ibis budget gennevilliers asnieres,Gennevilliers,4 rue Georges Corete,92230,48.918167,2.307077,3.5,2,135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1512675535358072
18794,campanile paris ouest - gennevilliers barbanniers,Gennevilliers,1 avenue Marcel Paul,92230,48.934666,2.303497,3.0,3,126.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.9210140428286459
18795,hotel balladins gennevilliers,Gennevilliers,6/8 Avenue du General de Gaulle,92230,48.93264,2.303841,2.5,3,57.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0.3472076748758784
18796,campanile paris ouest - gennevilliers port,Gennevilliers,41 route Principale du Port,92637,48.93792,2.277252,3.0,2,81.0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.5920804561041294
18797,hotel gallieni,Gennevilliers,18 B boulevard Gallieni,92230,48.92466,2.32498,2.0,3,25.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.12182725434241347
18798,hotelf1 gennevilliers asnieres,Gennevilliers,Avenue Laurent Cely,92230,48.91803400000001,2.307116,2.0,1,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25827377920591654
18799,kyriad paris ouest - colombes,Colombes,1 rue Albert Camus,92700,48.93443,2.259001,3.5,3,135.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1.1512675535358072
18801,hotel royal colombes,Colombes,8 avenue de l Agent Sarre,92700,48.92392,2.2608,3.0,2,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31431431620342676
18802,hotel le terminus,Colombes,3 avenue de l Agent Sarre,92700,48.923927,2.259765,3.0,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07309635260544808
18803,ibis budget argenteuil bords de seine,Argenteuil,Z.I. des Bords de Seine,95100,48.932316,2.2332560000000004,3.0,2,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6359382676673984
18804,hotel le serac,La Grave,rue du grand chemin,05320,45.046574,6.308078,4.5,0,103.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.129338647754173
18805,hotel restaurant castillan,La Grave,le Village,05320,45.07281500000001,6.275375,4.0,2,88.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.8576638705705908
18806,hotel auberge edelweiss,La Grave,le Village,05320,45.0462,6.306882,4.5,0,87.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.9539074015010974
18807,hotel chalets de la meije,La Grave,le Village,05320,45.045067,6.301031,3.5,3,80.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.6822326243175154
18808,la meijette,La Grave,RD 1091,05320,,,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024365450868482695
18809,le faranchin hotel restaurant,Villar-d'Arene,RN 91,05480,45.04,6.34,4.5,2,67.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.7346183436847532
18811,logis hotel alpin besse en oisans,Besse en Oisans,rue Principale,38142,45.07144,6.16926,4.5,0,63.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.6907605321214844
18812,le panoramique,Mizoen,les Aymes,38142,45.04724,6.15091,4.5,3,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6249738147765811
18814,hotel-restaurant le relais du canalou,Digoin,76 avenue du General de Gaulle,71160,46.484272,3.987492,3.5,2,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5287302838460745
18815,hotel les diligences,Digoin,14 rue Nationale,71160,46.480194,3.976356,3.5,3,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40933957459050924
18816,hotel restaurant le merle blanc,Digoin,36 route de Gueugnon,71160,46.499844,4.013614,3.5,3,45.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.38375585117860245
18817,hotel rond point,Digoin,24 Place de la Greve,71160,46.48147,3.972804,3.0,2,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1681216109925306
18818,hotel de la gare,Digoin,79 avenue General de Gaulle,71160,46.48422,3.98722,3.5,0,8.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.06822326243175154
18819,entre mer et montagne,Digoin,41 rue Titus Bartoli,71160,46.47999,3.98162,4.0,2,39.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.38010103354833
18820,instant de liberte,Digoin,7 rue des Aubepines,71160,46.49371,4.02229,4.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058477082084358464
18821,comfort hotel paray le monial,Paray Le Monial,Le Champ Bossu,71600,46.467613,4.116939,4.5,3,106.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1.1622320064266245
18822,b&b hotel paray le monial,Paray Le Monial,22 ZAC du Champ bossu,71600,46.46879000000001,4.119191000000002,3.0,2,52.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.38010103354833
18823,hotel terminus,Paray Le Monial,27 avenue de la Gare,71600,46.44811,4.113082,4.0,3,25.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.24365450868482694
18824,hostellerie des 3 pigeons,Paray Le Monial,2 rue Dargaud,71600,46.452797,4.120026,4.0,3,111.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.0818260185606317
18825,hotel restaurant de la basilique,Paray Le Monial,18 rue de la Visitation,71600,46.45092,4.121913,4.0,2,88.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.8576638705705908
18826,hotel lac et foret,Saint Andre Les Alpes,route de Nice,04170,43.95862,6.506029,3.0,2,82.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.5993900913646742
18827,le mas du colombier,Saint Andre Les Alpes,Route d Allos,04170,43.97031,6.51018,4.0,2,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0877156231265377
18828,le bel air,Saint Andre Les Alpes,route de Nice,04170,43.9661,6.506951,3.5,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1961418794912857
18829,les mesanges,Saint Andre Les Alpes,Chemin du Cougnas,04170,43.96166,6.5056699999999985,5.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12182725434241347
18830,hotel monge,Saint Andre Les Alpes,Route d Allos,04170,43.97031,6.51018,4.0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14619270521089617
18831,le jardin d'eden,Saint Andre Les Alpes,Chemin Notre Dame,04170,43.97098,6.51169,4.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07796944277914462
18832,hotel residence les canyons du verdon,Castellane,Boulevard Saint Michel,04120,43.84946,6.508792,3.0,0,63.0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.4605070214143229
18833,hotel de l'avenue,Annot,avenue de la Gare,04240,43.96515,6.67099,4.5,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4605070214143229
18835,hotel du levant,Castellane,Place Marcel Sauvaire,04120,43.84659,6.513564,3.5,2,115.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.9807093974564284
18836,hotel la forge,Castellane,Place de l'Eglise,04120,43.8466,6.51393,4.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19492360694786154
18837,nouvel hotel,Oyonnax,31 rue Rene Nicod,01100,46.261208,5.655966,4.5,0,61.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.6688316263398499
18838,hotel melodie,Oyonnax,2 Ave Victor Hugo BP 86,01100,46.25037,5.63543,3.5,0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2899488653349441
18839,hotel le macretet,Oyonnax,"17 Rue General De Gaulle, Marchon",1100,,,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014619270521089616
18840,central parc hotel,Oyonnax,3 rue Bichat,01100,46.25919,5.656242,3.0,3,68.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.4970551977170469
18841,hotel buffard,Oyonnax,Place De L'Eglise,1100,46.258514,5.657479,1.5,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07309635260544808
18843,a la grenouille,Bellignat,10 Vieille rue,01100,46.24067,5.625582,4.0,0,19.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.1851774266004685
18844,auberge bon accueil,Oyonnax,17 rue des Sources,01100,46.236637,5.670914,3.5,0,28.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.2387814185111304
18845,l'auberge des clairmontelles,Le Poizat,Champ Moguel,01130,46.149437,5.7054550000000015,3.5,3,59.0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0.5031465604341676
18847,le galoubet,Cernon,Rue Principale,39240,46.40284000000001,5.6501,4.0,0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1851774266004685
18848,hotel du commerce,Chezery Forens,"Chef Lieu, 01410",,46.21393,5.85791,5.0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1827408815136202
18849,relax-hotel,Nantua,239 rue du clou,,46.12933,5.54199,3.5,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1790860638833478
18852,les vikings,Pont-L'Eveque,15 avenue de la Liberation,14130,49.27856,0.18796,4.5,0,25.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2741113222704303
18853,ferme de geffosse,Pont-L'Eveque,Route de saint Hymer,14130,49.26925,0.181998,4.0,0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45807047632747466
18854,manoir du poirier de chio,Pont-L'Eveque,40 avenue de la Liberation,14130,49.27688,0.18891,4.5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877156231265377
18856,hostellerie de l'aubergade,Canapville,le Long Douet,14800,49.3206,0.129131,4.0,0,39.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.38010103354833
18859,mon hotel deauville sud,Saint-Arnoult,2 rue de la Mare,14800,49.337086,0.09076,3.5,2,139.0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1.185379184751683
18862,le clos saint gilles,Ardevon,2 route de Saint Gilles,50170,48.5907,-1.466422,5.0,0,67.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8162426040941703
18863,le vent des greves,Ardevon,7 Chemin des Dits,50170,48.61536,-1.491437,4.5,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47147147430514014
18864,la casserole de la baie,Huisnes sur Mer,8 rue de la Grange a Dime,50170,48.608562,-1.452408,4.5,0,88.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.9648718543919147
18865,residence lagrange classic le clos,Beauvoir,6 rue Maurice Desfeux,50170,48.59696,-1.50411,3.0,2,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731
18868,hotel le beauvoir,Beauvoir,9 route du Mont Saint Michel,50170,48.597782,-1.513036,3.0,2,99.0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0.723653890793936
18870,manor de boisvilliers,Argenton-sur-Creuse,11 rue du Moulin de Bord,36200,46.58558,1.518549,3.5,3,72.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.6140093618857639
18871,berrychone chambres d'hotes,Argenton-sur-Creuse,4 Le Petit Vavre,36270,46.507343,1.523733,4.5,0,95.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0416230246276352
18872,le moulin saint-etienne,Argenton-sur-Creuse,1 rue Basse,36200,46.59422,1.511785,4.5,0,24.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.26314686937961307
18873,le manoir du menoux,Le Menoux,15 rue Haute,36200,46.55521,1.57071,4.5,0,26.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.2850757751612475
18874,le prieure,Saint-Marcel,44 rue du Rio,36200,46.598972,1.52259,4.0,3,76.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.740709706401874
18875,l'escapade,Le Pechereau,Route de Gargilesse -,36200,46.55964,1.551,4.0,3,53.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5165475584118331
18876,hotel du pont noir,Chateauroux,34 Le Pin,36200,46.531757,1.58069,4.5,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05482226445408606
18877,la promenade,Saint-Gaultier,95 rue Grande,36800,46.634705,1.420095,3.5,0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17055815607937885
18878,campanile chateauroux - saint-maur,Saint-Maur,118 Avenue d Occitanie,36250,46.774586,1.646918,3.0,2,136.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.9941103954340939
18880,les cordeliers,Azille,street,11700,43.27577,2.66169,5.0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6456844480147914
18881,la dolce vita,Azille,19 Grand rue,11700,43.27669,2.66137,4.5,0,57.0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0.6249738147765811
18882,tour de saint anne,Azille,1 allee Pol Lapeyre,11700,43.277515,2.66153,5.0,0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07309635260544808
18884,port minervois,Homps,Chemin de la Lecune,11200,43.271057,2.7160580000000003,4.0,3,84.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8186791491810185
18885,auberge de l'arbousier,Homps,50 avenue de Carcassonne,11200,43.267075,2.7133130000000003,4.0,0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8674100509179838
18887,au grand soleil,Lezignan-Corbieres,32 avenue Marechal Foch,11200,43.2009,2.755051,4.5,0,5.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.05482226445408606
18888,le mont brouilly hotel,Quincie-en-Beaujolais,le Pont des Samsons,69430,46.117935,4.6413150000000005,3.5,2,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3581721277666956
18889,les potins du four,Quincie-en-Beaujolais,49 impasse du Gamay,69430,46.1191,4.624395,4.5,0,61.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.6688316263398499
18890,le tresor d'alice,Quincie-en-Beaujolais,87 Chemin du Thielas,69430,46.101307,4.604743,5.0,0,34.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.4142126647642058
